Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
473,US-2023-119172,11/05/2023,15/05/2023,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" X 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784
474,US-2023-139017,11/05/2023,17/05/2023,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech Clearchat Comfort/Usb Headset H390,46.864,2,0.2,7.6154
475,US-2023-103849,11/05/2023,16/05/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10001465,Technology,Accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,58.112,2,0.2,7.264
476,US-2023-103849,11/05/2023,16/05/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002597,Technology,Phones,Xblue Xb-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.2,6.2995
477,US-2023-127159,12/05/2023,15/05/2023,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000010,Furniture,Furnishings,"Dax Value U-Channel Document Frames, Easel Back",34.79,7,0,10.7849
478,US-2023-155887,12/05/2023,17/05/2023,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104
479,US-2023-113768,13/05/2023,19/05/2023,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19W X 6D X 43H",279.456,6,0.2,20.9592
480,US-2023-140165,13/05/2023,15/05/2023,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,398.352,8,0.7,-331.96
481,US-2023-140165,13/05/2023,15/05/2023,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976
482,US-2023-113768,13/05/2023,19/05/2023,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10003063,Office Supplies,Paper,Ecotones Memo Sheets,8,2,0,3.84
483,US-2023-167164,13/05/2023,15/05/2023,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0,9.99
484,US-2023-114433,13/05/2023,17/05/2023,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,149.97,3,0,52.4895
485,US-2023-106810,14/05/2023,20/05/2023,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
486,US-2023-125150,16/05/2023,23/05/2023,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19W X 6D X 43H",232.88,5,0.2,17.466
487,US-2023-163146,16/05/2023,20/05/2023,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10002217,Technology,Accessories,Imation Clip Usb Flash Drive - 8 Gb,56.4,3,0,3.384
488,US-2023-148761,17/05/2023,21/05/2023,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0,45.84
489,US-2023-164224,18/05/2023,20/05/2023,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-O Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308
490,US-2023-164224,18/05/2023,20/05/2023,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768
491,US-2023-133963,18/05/2023,22/05/2023,Second Class,GA-14515,George Ashbrook,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.984,1,0.2,1.4442
492,US-2023-103373,18/05/2023,24/05/2023,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,Apple Iphone 5,779.796,2,0.4,-168.9558
493,US-2023-107699,19/05/2023,23/05/2023,Standard Class,JH-15820,John Huston,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty Ezd View Binder With Locking Rings,57.42,9,0,26.4132
494,US-2023-130155,19/05/2023,22/05/2023,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,23464,South,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,34.2,5,0,9.234
495,US-2023-114188,20/05/2023,22/05/2023,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0,60.1398
496,US-2023-130673,20/05/2023,22/05/2023,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,10.332,3,0.6,-5.9409
497,US-2023-114188,20/05/2023,22/05/2023,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0,9.3184
498,US-2023-114188,20/05/2023,22/05/2023,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0,11.9412
499,US-2023-130673,20/05/2023,22/05/2023,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.368,2,0.2,3.6288
500,US-2023-130673,20/05/2023,22/05/2023,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,5,0.2,-13.392
501,US-2023-130673,20/05/2023,22/05/2023,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,TEC-AC-10004227,Technology,Accessories,Sandisk Ultra 16 Gb Microsdhc Class 10 Memory Card,20.784,2,0.2,-3.6372
502,CA-2023-166695,20/05/2023,24/05/2023,Standard Class,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.27,8,0.2,-97.18
503,CA-2023-166695,20/05/2023,24/05/2023,Standard Class,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,0,3.35
504,CA-2023-166695,20/05/2023,24/05/2023,Standard Class,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61
505,US-2023-127166,21/05/2023,23/05/2023,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
506,US-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464
507,US-2023-104780,21/05/2023,25/05/2023,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters By Sanford,31.84,8,0,10.5072
508,US-2023-127166,21/05/2023,23/05/2023,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,3,0.8,-31.008
509,US-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,Binders,Gbc Proclick Punch Binding System,447.86,7,0,219.4514
510,US-2023-117639,21/05/2023,25/05/2023,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes Pb300 Plastic Comb Binding Machine,2715.93,7,0,1276.4871
511,US-2023-127166,21/05/2023,23/05/2023,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple Envelope,56.064,6,0.2,21.024
512,US-2023-127166,21/05/2023,23/05/2023,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” X 11”",4.832,1,0.2,1.6308
513,US-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.7906
514,US-2023-117639,21/05/2023,25/05/2023,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0,173.0316
515,CA-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464
516,CA-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-BI-10001071,Office Supplies,Binders,Gbc Proclick Punch Binding System,447.86,7,0,219.4514
517,CA-2023-152443,21/05/2023,26/05/2023,Standard Class,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.7906
518,US-2023-143840,22/05/2023,29/05/2023,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0,33.995
519,US-2023-143840,22/05/2023,29/05/2023,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0,12.586
520,US-2023-135881,23/05/2023,27/05/2023,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032
521,US-2023-105767,23/05/2023,27/05/2023,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3814
522,US-2023-135881,23/05/2023,27/05/2023,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837
523,US-2023-105767,23/05/2023,27/05/2023,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
524,US-2023-138513,23/05/2023,27/05/2023,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Bellevue,Washington,98006,West,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208
525,US-2023-135881,23/05/2023,27/05/2023,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0,0.1512
526,US-2023-105767,23/05/2023,27/05/2023,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178
527,US-2023-143413,24/05/2023,30/05/2023,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,3,0,56.9772
528,US-2023-130379,25/05/2023,29/05/2023,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189
529,US-2023-130379,25/05/2023,29/05/2023,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6,2,0.8,-166.32
530,US-2023-100391,25/05/2023,29/05/2023,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0,6.7252
531,US-2023-156349,26/05/2023,30/05/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
532,US-2023-158029,26/05/2023,30/05/2023,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296
533,US-2023-144029,26/05/2023,31/05/2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,359.772,2,0.3,-5.1396
534,US-2023-144029,26/05/2023,31/05/2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10000716,Office Supplies,Art,Dixon Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806
535,US-2023-129574,26/05/2023,29/05/2023,First Class,Dp-13240,Dean Percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" X 4""",48.4,5,0,23.232
536,US-2023-144029,26/05/2023,31/05/2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001837,Office Supplies,Storage,"Safco Mobile Desk Side File, Wire Frame",102.624,3,0.2,7.6968
537,US-2023-156349,26/05/2023,30/05/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,Phones,Vtech Ds6151,201.584,2,0.2,20.1584
538,US-2023-156349,26/05/2023,30/05/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,Phones,Nettalk Duo Voip Telephone Service,83.984,2,0.2,31.494
539,US-2023-124429,27/05/2023,27/05/2023,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,Ki Conference Tables,567.12,10,0.2,-28.356
540,US-2023-117058,27/05/2023,30/05/2023,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers For Comb Binding Machines,17.46,6,0.8,-30.555
541,US-2023-124429,27/05/2023,27/05/2023,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0,7.1864
542,US-2023-139192,27/05/2023,01/06/2023,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse Mx For Pc And Mac,99.99,1,0,37.9962
543,US-2023-139192,27/05/2023,01/06/2023,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics Hl10 Handset Lifter,1113.504,12,0.2,125.2692
544,US-2023-108861,28/05/2023,01/06/2023,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder For 8-1/2"" X 14"" Sheets",136.96,4,0.2,51.36
545,US-2023-135993,28/05/2023,02/06/2023,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 Usb Flash Drive 8Gb,27.6,4,0,2.208
546,US-2023-135993,28/05/2023,02/06/2023,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10001552,Technology,Phones,I Need'S 3D Hello Kitty Hybrid Silicone Case Cover For Htc One X 4G With 3D Hello Kitty Stylus Pen Green/Pink,57.408,6,0.2,5.7408
547,US-2023-145800,30/05/2023,05/06/2023,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366
548,US-2023-103429,30/05/2023,01/06/2023,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare Hepa Air Cleaner,235.95,3,0,77.8635
549,US-2023-105872,30/05/2023,06/06/2023,Standard Class,JG-15160,James Galang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,70.368,4,0.2,26.388
550,US-2023-103429,30/05/2023,01/06/2023,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",25.584,2,0.2,8.9544
551,US-2023-146885,30/05/2023,05/06/2023,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" X 9"" Assorted Colors, Gregg Ruled",13.62,3,0,6.129
552,US-2023-103429,30/05/2023,01/06/2023,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982
553,US-2023-140473,30/05/2023,03/06/2023,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10004202,Technology,Copiers,Brother Dcp1000 Digital 3 In 1 Multifunction Machine,719.976,3,0.2,134.9955
554,US-2023-103429,30/05/2023,01/06/2023,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,TEC-PH-10003505,Technology,Phones,Geemarc Amplipower60,464,5,0,134.56
555,US-2023-166051,31/05/2023,05/06/2023,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212,South,TEC-PH-10002538,Technology,Phones,Grandstream Gxp1160 Voip Phone,113.73,3,0,32.9817
556,US-2023-166051,31/05/2023,05/06/2023,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212,South,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,659.97,3,0,197.991
557,US-2023-131926,01/06/2023,06/06/2023,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,2001.86,7,0,580.5394
558,US-2023-165659,01/06/2023,06/06/2023,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0,9.102
559,US-2023-131926,01/06/2023,06/06/2023,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,1503.25,5,0,496.0725
560,US-2023-157070,01/06/2023,06/06/2023,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,Michigan,48234,Central,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,65.52,5,0.1,12.376
561,US-2023-111003,01/06/2023,06/06/2023,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868
562,US-2023-111003,01/06/2023,06/06/2023,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",45.48,3,0,20.9208
563,US-2023-157070,01/06/2023,06/06/2023,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders With Metal Hinges,138.56,4,0,66.5088
564,US-2023-131926,01/06/2023,06/06/2023,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0,12.4416
565,US-2023-131926,01/06/2023,06/06/2023,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",47.88,6,0,23.94
566,US-2023-131926,01/06/2023,06/06/2023,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0,41.68
567,US-2023-165659,01/06/2023,06/06/2023,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,7,0,229.3018
568,US-2023-104472,02/06/2023,07/06/2023,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0,21.996
569,US-2023-100895,02/06/2023,06/06/2023,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,0,2.6536
570,US-2023-104472,02/06/2023,07/06/2023,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,Gbc Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376
571,US-2023-100895,02/06/2023,06/06/2023,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0,107.082
572,US-2023-100895,02/06/2023,06/06/2023,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium For Iphone,239.97,3,0,67.1916
573,US-2023-163867,03/06/2023,06/06/2023,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",61.544,7,0.6,-40.0036
574,US-2023-135657,03/06/2023,07/06/2023,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,Ki Adjustable-Height Table,515.88,6,0,113.4936
575,US-2023-141299,03/06/2023,07/06/2023,Second Class,RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872
576,US-2023-163867,03/06/2023,06/06/2023,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,15.936,4,0.2,5.1792
577,US-2023-163867,03/06/2023,06/06/2023,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File For Standard File Folders,132.696,3,0.2,9.9522
578,US-2023-151946,04/06/2023,09/06/2023,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196
579,US-2023-151946,04/06/2023,09/06/2023,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7008
580,US-2023-151946,04/06/2023,09/06/2023,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0,21.0752
581,US-2023-151946,04/06/2023,09/06/2023,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial Windtunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",15.56,4,0,4.0456
582,US-2023-147914,04/06/2023,09/06/2023,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-Staple Paper,16.224,2,0.2,5.8812
583,US-2023-159520,06/06/2023,11/06/2023,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" X 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174
584,US-2023-133270,06/06/2023,09/06/2023,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432
585,US-2023-169257,06/06/2023,12/06/2023,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,1.365,1,0.7,-0.91
